               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.035905,             0.10314,                   0,             0.99999,                   1,               0.995,             0.69541,            0.037021,            0.061472,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.037355,             0.11314,                   0,             0.99999,                   1,               0.995,             0.69481,            0.036497,            0.060464,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,            0.037871,             0.11258,                   0,             0.99999,                   1,               0.995,              0.7044,            0.036472,            0.059388,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.037188,             0.11313,                   0,             0.99999,                   1,               0.995,               0.707,            0.036409,            0.058912,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,            0.036854,             0.10933,                   0,             0.99999,                   1,               0.995,             0.71994,            0.035421,            0.058025,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.037393,             0.10981,                   0,                   1,             0.99999,               0.995,             0.70734,            0.035862,            0.061055,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.036535,             0.10742,                   0,             0.99999,                   1,               0.995,             0.70681,            0.036021,             0.05992,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.036731,             0.10971,                   0,             0.99999,                   1,               0.995,             0.69936,            0.036564,            0.059708,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.036386,             0.10791,                   0,                   1,                   1,               0.995,             0.70095,            0.036529,            0.059226,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.037326,             0.11471,                   0,                   1,                   1,               0.995,               0.713,            0.035848,             0.05886,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.037103,                0.11,                   0,             0.99999,                   1,               0.995,             0.71227,            0.035414,            0.057941,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.037437,             0.11216,                   0,             0.99999,                   1,               0.995,             0.70014,            0.035853,             0.06002,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.037366,             0.10988,                   0,                   1,                   1,               0.995,             0.70294,             0.03616,            0.058464,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.037413,             0.11226,                   0,             0.99999,                   1,               0.995,             0.70817,            0.035862,            0.057686,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.036655,             0.11466,                   0,             0.99999,                   1,               0.995,             0.70928,            0.035928,            0.058133,                   0,            0.004936,            0.004936,            0.004936
                 164,              0.0372,             0.11118,                   0,             0.99999,                   1,               0.995,             0.71063,            0.036031,            0.058619,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.037027,             0.11018,                   0,             0.99999,                   1,               0.995,              0.6975,            0.036343,            0.060171,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.036073,             0.10858,                   0,                   1,                   1,               0.995,              0.7124,            0.035856,            0.058814,                   0,            0.004796,            0.004796,            0.004796
                 167,            0.037206,             0.10812,                   0,             0.99999,                   1,               0.995,             0.70939,            0.036127,             0.05923,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.036251,              0.1061,                   0,             0.99999,                   1,               0.995,             0.71644,            0.035756,            0.058093,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.036673,             0.10805,                   0,             0.99999,                   1,               0.995,             0.67672,            0.036759,             0.06184,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.036197,             0.10481,                   0,                   1,                   1,               0.995,             0.71586,            0.035697,            0.058696,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.035886,             0.10407,                   0,             0.99999,                   1,               0.995,             0.71131,            0.036138,            0.059566,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.036073,             0.11226,                   0,             0.99999,                   1,               0.995,              0.6999,            0.036549,            0.059523,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.036937,              0.1074,                   0,             0.99999,                   1,               0.995,             0.70957,            0.036246,            0.059686,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.036762,             0.11325,                   0,                   1,                   1,               0.995,              0.7181,            0.035646,            0.058408,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.037132,             0.11252,                   0,                   1,                   1,               0.995,             0.71628,            0.035606,            0.058071,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.036987,             0.10601,                   0,                   1,                   1,               0.995,             0.70824,            0.035854,            0.059958,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.035985,             0.10342,                   0,             0.99999,                   1,               0.995,             0.72291,            0.035549,            0.058086,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.036659,             0.10708,                   0,                   1,             0.99999,               0.995,             0.70282,            0.036175,            0.058645,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.036001,             0.10739,                   0,             0.99999,                   1,               0.995,             0.69472,            0.037047,            0.060077,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.036062,             0.10638,                   0,             0.99999,                   1,               0.995,             0.70843,            0.036304,            0.059115,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.036147,             0.10933,                   0,             0.99999,                   1,               0.995,             0.70053,            0.036333,            0.058229,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.035688,             0.10906,                   0,             0.99999,                   1,               0.995,             0.71076,            0.036107,            0.057501,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.036498,             0.11264,                   0,             0.99999,                   1,               0.995,             0.72096,            0.035714,            0.057711,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.037642,             0.11343,                   0,                   1,                   1,               0.995,             0.71881,            0.035844,            0.057291,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.037169,             0.11299,                   0,             0.99998,                   1,               0.995,             0.72351,            0.035654,            0.057551,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.036021,             0.10628,                   0,             0.99999,                   1,               0.995,             0.73416,            0.035783,            0.057835,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.036237,             0.10476,                   0,                   1,                   1,               0.995,              0.7271,            0.035514,            0.057157,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,            0.036583,             0.10404,                   0,             0.99999,                   1,               0.995,             0.71653,            0.035647,            0.057414,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,             0.03621,             0.10845,                   0,             0.99999,                   1,               0.995,             0.72864,            0.035363,            0.057438,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,            0.035307,             0.10414,                   0,             0.99999,                   1,               0.995,             0.72008,            0.035325,            0.058577,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.036536,              0.1101,                   0,             0.99999,                   1,               0.995,             0.72481,            0.035346,            0.057432,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,             0.03586,             0.10895,                   0,             0.99999,                   1,               0.995,             0.71905,            0.035925,            0.058597,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.035364,              0.1031,                   0,             0.99998,                   1,               0.995,              0.7315,            0.035343,            0.057963,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.036082,             0.10934,                   0,             0.99999,                   1,               0.995,             0.72746,            0.035323,            0.057326,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,            0.037169,             0.11325,                   0,             0.99997,                   1,               0.995,             0.72274,            0.035575,            0.058967,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,             0.03584,             0.10613,                   0,             0.99998,                   1,               0.995,             0.72095,            0.035559,            0.057295,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.036508,             0.10849,                   0,             0.99999,                   1,               0.995,             0.70701,            0.035948,            0.059596,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.035679,             0.10425,                   0,             0.99999,                   1,               0.995,             0.71788,            0.035624,            0.058233,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.036459,             0.10604,                   0,                   1,                   1,               0.995,             0.72579,            0.035691,            0.057601,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.035563,             0.10385,                   0,                   1,                   1,               0.995,             0.72714,            0.035389,            0.056877,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.036093,             0.10647,                   0,             0.99999,                   1,               0.995,             0.71681,            0.036009,             0.05817,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.035641,             0.10272,                   0,                   1,                   1,               0.995,             0.73069,            0.035673,            0.057393,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.036203,             0.10918,                   0,             0.99999,                   1,               0.995,             0.73399,            0.035315,            0.057178,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.035385,             0.10599,                   0,                   1,                   1,               0.995,             0.72885,            0.035353,            0.057882,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.035532,             0.10251,                   0,             0.99999,                   1,               0.995,              0.7341,            0.035232,             0.05743,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.035433,             0.10496,                   0,             0.99999,                   1,               0.995,             0.72971,            0.035198,            0.057531,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.035374,             0.10715,                   0,             0.99999,                   1,               0.995,             0.73303,            0.035177,            0.056848,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.035656,             0.10693,                   0,             0.99999,                   1,               0.995,             0.73474,            0.034941,            0.057005,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.035407,             0.10378,                   0,             0.99999,                   1,               0.995,             0.73549,            0.034758,            0.056371,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.035653,             0.10546,                   0,             0.99999,                   1,               0.995,             0.73086,            0.035328,            0.057122,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.035395,             0.10789,                   0,             0.99999,                   1,               0.995,             0.73466,            0.035224,            0.056978,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.035566,             0.10658,                   0,             0.99999,                   1,               0.995,             0.72305,            0.035733,            0.058219,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.036005,             0.10842,                   0,                   1,                   1,               0.995,             0.72457,            0.035413,            0.057055,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.036009,             0.10841,                   0,             0.99999,                   1,               0.995,              0.7295,            0.035164,            0.056678,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,            0.036161,             0.10594,                   0,                   1,                   1,               0.995,             0.73042,             0.03536,            0.057214,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,            0.035541,             0.10529,                   0,                   1,             0.99999,               0.995,             0.72991,            0.035281,            0.056555,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,            0.035139,             0.10599,                   0,             0.99999,                   1,               0.995,             0.72832,            0.035294,             0.05675,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.035411,             0.10353,                   0,                   1,                   1,               0.995,             0.73301,            0.035105,            0.056913,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.035427,             0.10578,                   0,             0.99999,                   1,               0.995,             0.74144,             0.03478,            0.055964,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,            0.035233,             0.10725,                   0,                   1,             0.99999,               0.995,              0.7341,            0.035057,            0.057124,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.035603,             0.10245,                   0,             0.99999,                   1,               0.995,             0.73126,            0.035215,            0.057879,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.035813,             0.10437,                   0,             0.99999,                   1,               0.995,             0.72553,            0.035212,            0.057786,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,            0.034975,             0.10333,                   0,             0.99999,                   1,               0.995,             0.73531,            0.035289,            0.057223,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.035172,             0.10228,                   0,                   1,                   1,               0.995,             0.74315,            0.034897,            0.056751,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,            0.035834,             0.10726,                   0,             0.99999,                   1,               0.995,             0.74359,            0.034765,            0.056436,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.034662,             0.10255,                   0,             0.99998,                   1,               0.995,             0.72482,            0.035359,            0.057442,                   0,            0.002318,            0.002318,            0.002318
                 227,             0.03606,             0.10551,                   0,             0.99999,                   1,               0.995,             0.72547,            0.035405,            0.057208,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.035713,             0.10495,                   0,             0.99999,                   1,               0.995,             0.73832,            0.035118,            0.057144,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,             0.03586,             0.10645,                   0,             0.99999,                   1,               0.995,             0.72792,            0.035367,            0.057714,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.034866,             0.10191,                   0,                   1,                   1,               0.995,             0.73214,            0.035073,            0.056537,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.035147,             0.10469,                   0,             0.99999,                   1,               0.995,             0.73344,            0.035279,            0.057294,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.035079,             0.10433,                   0,                   1,                   1,               0.995,             0.72296,            0.035642,            0.058017,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,            0.035418,             0.10624,                   0,                   1,                   1,               0.995,             0.72798,            0.035268,            0.056543,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.035558,             0.10472,                   0,                   1,             0.99999,               0.995,             0.72692,             0.03536,            0.056649,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.034348,             0.10061,                   0,             0.99999,                   1,               0.995,             0.73277,            0.034955,             0.05662,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.035354,             0.10468,                   0,             0.99999,                   1,               0.995,             0.73144,            0.035248,            0.056848,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.035729,             0.10666,                   0,                   1,                   1,               0.995,             0.72313,            0.035259,            0.056913,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,               0.035,             0.10209,                   0,             0.99999,                   1,               0.995,             0.71941,            0.035539,            0.057724,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.035828,             0.10714,                   0,                   1,                   1,               0.995,             0.72851,            0.035376,            0.057231,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,             0.03557,             0.10517,                   0,                   1,                   1,               0.995,             0.72757,             0.03525,            0.057108,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.035645,             0.10592,                   0,                   1,                   1,               0.995,             0.72683,            0.035024,              0.0571,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,             0.03467,             0.10278,                   0,             0.99999,                   1,               0.995,             0.73499,            0.034759,            0.056763,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.035205,             0.10446,                   0,                   1,                   1,               0.995,             0.73958,            0.035053,            0.056171,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.035722,             0.11069,                   0,             0.99999,                   1,               0.995,             0.73375,            0.035161,            0.056662,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.035204,             0.10276,                   0,             0.99999,                   1,               0.995,             0.73481,            0.035115,            0.056701,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.035746,             0.10637,                   0,             0.99999,                   1,               0.995,              0.7334,            0.035056,             0.05627,                   0,            0.001726,            0.001726,            0.001726
                 247,            0.035613,             0.10688,                   0,                   1,                   1,               0.995,             0.73123,            0.035424,            0.056352,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.034642,             0.10122,                   0,             0.99999,                   1,               0.995,              0.7344,            0.035251,            0.056821,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,             0.03535,             0.10765,                   0,             0.99999,                   1,               0.995,             0.73643,            0.034949,            0.056482,                   0,           0.0016509,           0.0016509,           0.0016509
                 250,             0.03494,             0.10197,                   0,             0.99999,                   1,               0.995,             0.72701,            0.035229,            0.056846,                   0,           0.0016267,           0.0016267,           0.0016267
                 251,            0.035614,             0.10366,                   0,                   1,                   1,               0.995,             0.73353,             0.03526,             0.05691,                   0,           0.0016029,           0.0016029,           0.0016029
                 252,            0.035808,             0.10505,                   0,             0.99999,                   1,               0.995,             0.73694,            0.034986,            0.056343,                   0,           0.0015795,           0.0015795,           0.0015795
                 253,            0.034745,             0.10367,                   0,                   1,                   1,               0.995,             0.74105,            0.034795,            0.056383,                   0,           0.0015566,           0.0015566,           0.0015566
                 254,            0.035836,             0.10554,                   0,             0.99999,                   1,               0.995,             0.72937,            0.035244,            0.057783,                   0,           0.0015341,           0.0015341,           0.0015341
                 255,            0.034486,             0.10303,                   0,             0.99999,                   1,               0.995,             0.73757,            0.034925,            0.056784,                   0,           0.0015121,           0.0015121,           0.0015121
                 256,            0.033802,             0.10034,                   0,                   1,             0.99999,               0.995,             0.74487,            0.034761,            0.056429,                   0,           0.0014905,           0.0014905,           0.0014905
                 257,            0.035056,             0.10339,                   0,                   1,                   1,               0.995,             0.73382,            0.035167,            0.056921,                   0,           0.0014693,           0.0014693,           0.0014693
                 258,            0.035218,             0.10273,                   0,             0.99999,                   1,               0.995,             0.73823,            0.034936,             0.05708,                   0,           0.0014486,           0.0014486,           0.0014486
                 259,            0.035488,             0.10653,                   0,             0.99999,                   1,               0.995,             0.73742,            0.035114,            0.057504,                   0,           0.0014283,           0.0014283,           0.0014283
                 260,            0.035074,             0.10411,                   0,             0.99999,                   1,               0.995,             0.73471,            0.034881,            0.056528,                   0,           0.0014084,           0.0014084,           0.0014084
                 261,             0.03473,             0.10573,                   0,             0.99999,                   1,               0.995,             0.73483,            0.034939,            0.056472,                   0,            0.001389,            0.001389,            0.001389
                 262,            0.035935,             0.10951,                   0,             0.99999,                   1,               0.995,             0.73519,            0.035168,             0.05715,                   0,           0.0013701,           0.0013701,           0.0013701
                 263,            0.035053,              0.1087,                   0,                   1,                   1,               0.995,             0.73024,            0.035178,            0.057457,                   0,           0.0013516,           0.0013516,           0.0013516
                 264,            0.034482,             0.10287,                   0,             0.99998,                   1,               0.995,             0.73377,            0.035046,            0.057665,                   0,           0.0013336,           0.0013336,           0.0013336
                 265,            0.035245,             0.10388,                   0,             0.99999,                   1,               0.995,             0.73003,            0.035398,            0.057699,                   0,            0.001316,            0.001316,            0.001316
                 266,              0.0346,             0.10114,                   0,             0.99999,                   1,               0.995,             0.73488,            0.035197,            0.056934,                   0,           0.0012989,           0.0012989,           0.0012989
                 267,            0.034308,             0.10043,                   0,                   1,                   1,               0.995,              0.7289,            0.035093,            0.056977,                   0,           0.0012822,           0.0012822,           0.0012822
                 268,            0.034999,             0.10501,                   0,                   1,                   1,               0.995,             0.73027,             0.03518,            0.057258,                   0,            0.001266,            0.001266,            0.001266
                 269,            0.034591,             0.10143,                   0,             0.99999,                   1,               0.995,             0.73813,            0.035103,            0.056863,                   0,           0.0012503,           0.0012503,           0.0012503
                 270,            0.034874,              0.1039,                   0,             0.99998,                   1,               0.995,             0.73752,             0.03509,            0.056943,                   0,            0.001235,            0.001235,            0.001235
                 271,            0.035839,             0.10787,                   0,                   1,                   1,               0.995,             0.73573,            0.035197,            0.057371,                   0,           0.0012202,           0.0012202,           0.0012202
                 272,            0.034934,             0.10459,                   0,             0.99999,                   1,               0.995,             0.72902,             0.03513,            0.056935,                   0,           0.0012059,           0.0012059,           0.0012059
                 273,            0.035186,             0.10085,                   0,             0.99999,                   1,               0.995,             0.73434,            0.035109,            0.056895,                   0,           0.0011921,           0.0011921,           0.0011921
                 274,            0.035179,             0.10293,                   0,             0.99999,                   1,               0.995,             0.74091,            0.034938,              0.0564,                   0,           0.0011787,           0.0011787,           0.0011787
                 275,            0.034815,             0.10034,                   0,             0.99999,                   1,               0.995,             0.73786,            0.034827,            0.056418,                   0,           0.0011658,           0.0011658,           0.0011658
                 276,            0.034795,             0.10781,                   0,                   1,                   1,               0.995,             0.74203,            0.035022,             0.05649,                   0,           0.0011533,           0.0011533,           0.0011533
                 277,            0.035731,             0.10716,                   0,                   1,                   1,               0.995,             0.73551,            0.034914,            0.056409,                   0,           0.0011414,           0.0011414,           0.0011414
                 278,             0.03454,             0.10321,                   0,                   1,                   1,               0.995,             0.73689,             0.03502,            0.056437,                   0,           0.0011299,           0.0011299,           0.0011299
                 279,            0.035023,             0.10161,                   0,             0.99999,                   1,               0.995,             0.74204,            0.034869,            0.056204,                   0,           0.0011189,           0.0011189,           0.0011189
                 280,            0.035351,             0.10802,                   0,             0.99999,                   1,               0.995,             0.73472,            0.035183,            0.057058,                   0,           0.0011084,           0.0011084,           0.0011084
                 281,            0.034967,             0.10287,                   0,                   1,                   1,               0.995,             0.73908,            0.034938,             0.05638,                   0,           0.0010983,           0.0010983,           0.0010983
                 282,            0.034692,             0.10402,                   0,                   1,                   1,               0.995,             0.73952,            0.034926,             0.05668,                   0,           0.0010888,           0.0010888,           0.0010888
                 283,             0.03506,             0.10078,                   0,             0.99999,                   1,               0.995,             0.73364,            0.035241,            0.057062,                   0,           0.0010797,           0.0010797,           0.0010797
                 284,             0.03543,             0.10614,                   0,             0.99999,                   1,               0.995,             0.73568,            0.035112,            0.056865,                   0,           0.0010711,           0.0010711,           0.0010711
                 285,            0.034131,             0.10225,                   0,             0.99999,                   1,               0.995,             0.73212,            0.035321,            0.057433,                   0,            0.001063,            0.001063,            0.001063
                 286,            0.035025,             0.10332,                   0,             0.99999,                   1,               0.995,             0.74103,             0.03496,            0.056886,                   0,           0.0010554,           0.0010554,           0.0010554
                 287,            0.034716,             0.10301,                   0,                   1,                   1,               0.995,             0.74361,             0.03477,            0.056704,                   0,           0.0010483,           0.0010483,           0.0010483
                 288,            0.034805,             0.10328,                   0,                   1,                   1,               0.995,             0.74474,            0.034693,            0.056643,                   0,           0.0010416,           0.0010416,           0.0010416
                 289,            0.035077,             0.10599,                   0,                   1,                   1,               0.995,             0.73495,            0.034748,            0.056675,                   0,           0.0010355,           0.0010355,           0.0010355
                 290,            0.035083,             0.10424,                   0,                   1,                   1,               0.995,             0.73989,            0.034654,            0.056621,                   0,           0.0010298,           0.0010298,           0.0010298
                 291,            0.034856,             0.10253,                   0,             0.99999,                   1,               0.995,             0.73653,            0.034588,            0.056423,                   0,           0.0010247,           0.0010247,           0.0010247
                 292,            0.035033,              0.1024,                   0,                   1,                   1,               0.995,             0.74127,            0.034639,             0.05654,                   0,             0.00102,             0.00102,             0.00102
                 293,            0.034855,             0.10471,                   0,             0.99999,                   1,               0.995,             0.73549,            0.034966,            0.056992,                   0,           0.0010158,           0.0010158,           0.0010158
                 294,            0.035307,              0.1022,                   0,                   1,                   1,               0.995,             0.74566,            0.034695,             0.05612,                   0,           0.0010121,           0.0010121,           0.0010121
                 295,            0.034703,             0.10162,                   0,             0.99999,                   1,               0.995,             0.74436,            0.034615,             0.05606,                   0,           0.0010089,           0.0010089,           0.0010089
                 296,            0.034499,             0.10357,                   0,                   1,             0.99999,               0.995,              0.7382,            0.034745,            0.056355,                   0,           0.0010062,           0.0010062,           0.0010062
                 297,            0.035244,             0.10501,                   0,             0.99999,                   1,               0.995,             0.73843,            0.034919,            0.056538,                   0,           0.0010039,           0.0010039,           0.0010039
                 298,             0.03512,             0.10636,                   0,             0.99999,                   1,               0.995,             0.73515,            0.034972,            0.056615,                   0,           0.0010022,           0.0010022,           0.0010022
                 299,            0.034023,             0.10089,                   0,                   1,                   1,               0.995,             0.73883,            0.034667,            0.055789,                   0,            0.001001,            0.001001,            0.001001
